Name,Category,Availability,Quantity,UPC,Price (excl. tax),Price (incl. tax),Tax,Number of reviews,URL
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,In Stock,3,1a5044d233936b1a,42.57,42.57,0.0,0,http://books.toscrape.com/catalogue/category/books/biography_36/index.html/../../../../the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,
In Her Wake,Thriller,In Stock,19,23356462d1320d61,12.84,12.84,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../in-her-wake_980/index.html,
The Elephant Tree,Thriller,In Stock,18,5dada2b7be26bd03,23.82,23.82,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../the-elephant-tree_968/index.html,
Behind Closed Doors,Thriller,In Stock,18,be5cc846f45496fb,52.22,52.22,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../behind-closed-doors_962/index.html,
You (You #1),Thriller,In Stock,14,024387ca4cafd5cc,43.61,43.61,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../you-you-1_784/index.html,
The Guilty (Will Robie #4),Thriller,In Stock,14,847935fc68707426,13.82,13.82,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../the-guilty-will-robie-4_750/index.html,
The 14th Colony (Cotton Malone #11),Thriller,In Stock,14,1b8187fa4bf6ab05,39.24,39.24,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../the-14th-colony-cotton-malone-11_744/index.html,
Give It Back,Thriller,In Stock,6,012170e4fc87ace0,18.32,18.32,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../give-it-back_430/index.html,
Killing Floor (Jack Reacher #1),Thriller,In Stock,5,8dde2ff3f6fcc0a3,31.49,31.49,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../killing-floor-jack-reacher-1_382/index.html,
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,In Stock,4,9c4d061c1e2fe6bf,59.71,59.71,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,
Far From True (Promise Falls Trilogy #2),Thriller,In Stock,4,ad15a9a139919918,34.93,34.93,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../far-from-true-promise-falls-trilogy-2_320/index.html,
The Travelers,Thriller,In Stock,3,2b685187f55c5d31,15.77,15.77,0.0,0,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html/../../../../the-travelers_285/index.html,
When We Collided,Contemporary,In Stock,16,3ecb690d1542c568,31.77,31.77,0.0,0,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html/../../../../when-we-collided_955/index.html,
Someone Like You (The Harrisons #2),Contemporary,In Stock,14,a278db6b2b09cf9f,52.79,52.79,0.0,0,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html/../../../../someone-like-you-the-harrisons-2_735/index.html,
We Are All Completely Beside Ourselves,Contemporary,In Stock,3,be3db344a845580b,24.04,24.04,0.0,0,http://books.toscrape.com/catalogue/category/books/contemporary_38/index.html/../../../../we-are-all-completely-beside-ourselves_301/index.html,
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,In Stock,18,6258a1f6a6dcfe50,17.66,17.66,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,In Stock,16,7d6d2a6c0276f81b,32.24,32.24,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,
Chasing Heaven: What Dying Taught Me About Living,Spirituality,In Stock,15,513271dadc1322ae,37.8,37.8,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../chasing-heaven-what-dying-taught-me-about-living_797/index.html,
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,In Stock,9,8fab4c4f6f82a4ce,20.91,20.91,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,In Stock,7,48cb52d78c992487,46.33,46.33,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,
A New Earth: Awakening to Your Life's Purpose,Spirituality,In Stock,4,f6ae39568db1130e,55.65,55.65,0.0,0,http://books.toscrape.com/catalogue/category/books/spirituality_39/index.html/../../../../a-new-earth-awakening-to-your-lifes-purpose_311/index.html,
Logan Kade (Fallen Crest High #5.5),Academic,In Stock,5,7093cf549cd2e7de,13.12,13.12,0.0,0,http://books.toscrape.com/catalogue/category/books/academic_40/index.html/../../../../logan-kade-fallen-crest-high-55_384/index.html,
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,In Stock,16,9ffa38d3b832433a,46.35,46.35,0.0,0,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html/../../../../online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,
How to Be Miserable: 40 Strategies You Already Use,Self Help,In Stock,16,a6f99b9e687f9d46,46.03,46.03,0.0,0,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html/../../../../how-to-be-miserable-40-strategies-you-already-use_897/index.html,
Overload: How to Unplug  Unwind  and Unleash Yourself from the Pressure of Stress,Self Help,In Stock,14,8ecf0356a3878811,52.15,52.15,0.0,0,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html/../../../../overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,In Stock,7,88ec621893e595d0,12.08,12.08,0.0,0,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html/../../../../you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,
How to Stop Worrying and Start Living,Self Help,In Stock,6,e792c0969cefe1b8,46.49,46.49,0.0,0,http://books.toscrape.com/catalogue/category/books/self-help_41/index.html/../../../../how-to-stop-worrying-and-start-living_431/index.html,
All the Light We Cannot See,Historical,In Stock,14,39861fc1c0845d15,29.87,29.87,0.0,0,http://books.toscrape.com/catalogue/category/books/historical_42/index.html/../../../../all-the-light-we-cannot-see_660/index.html,
The Girl You Left Behind (The Girl You Left Behind #1),Historical,In Stock,6,eb7459e0c570251d,15.79,15.79,0.0,0,http://books.toscrape.com/catalogue/category/books/historical_42/index.html/../../../../the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,In Stock,16,e4ac92d89b946781,54.0,54.0,0.0,0,http://books.toscrape.com/catalogue/category/books/christian_43/index.html/../../../../unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,
Crazy Love: Overwhelmed by a Relentless God,Christian,In Stock,14,4b9d9cfe0f435788,47.72,47.72,0.0,0,http://books.toscrape.com/catalogue/category/books/christian_43/index.html/../../../../crazy-love-overwhelmed-by-a-relentless-god_682/index.html,
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,In Stock,7,a322361a37a78d3d,25.77,25.77,0.0,0,http://books.toscrape.com/catalogue/category/books/christian_43/index.html/../../../../blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,
Silence in the Dark (Logan Point #4),Suspense,In Stock,8,e46a164cf310fd7d,58.33,58.33,0.0,0,http://books.toscrape.com/catalogue/category/books/suspense_44/index.html/../../../../silence-in-the-dark-logan-point-4_542/index.html,
The Grownup,Short Stories,In Stock,8,1bba4b1ba23ed2d6,35.88,35.88,0.0,0,http://books.toscrape.com/catalogue/category/books/short-stories_45/index.html/../../../../the-grownup_546/index.html,
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,In Stock,9,0e095ed785af7e43,54.81,54.81,0.0,0,http://books.toscrape.com/catalogue/category/books/novels_46/index.html/../../../../suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,
The Bulletproof Diet: Lose up to a Pound a Day  Reclaim Energy and Focus  Upgrade Your Life,Health,In Stock,16,43c6a960757cf559,49.05,49.05,0.0,0,http://books.toscrape.com/catalogue/category/books/health_47/index.html/../../../../the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,
Eat Fat  Get Thin,Health,In Stock,14,047dfa57ba0bf638,54.07,54.07,0.0,0,http://books.toscrape.com/catalogue/category/books/health_47/index.html/../../../../eat-fat-get-thin_688/index.html,
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,In Stock,10,96aa539bfd4c07e2,49.71,49.71,0.0,0,http://books.toscrape.com/catalogue/category/books/health_47/index.html/../../../../10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,
The Art and Science of Low Carbohydrate Living,Health,In Stock,9,f9c87ccb2bc4853b,52.98,52.98,0.0,0,http://books.toscrape.com/catalogue/category/books/health_47/index.html/../../../../the-art-and-science-of-low-carbohydrate-living_570/index.html,
Libertarianism for Beginners,Politics,In Stock,19,a18a4f574854aced,51.33,51.33,0.0,0,http://books.toscrape.com/catalogue/category/books/politics_48/index.html/../../../../libertarianism-for-beginners_982/index.html,
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,In Stock,14,2b5054a4192e9b06,52.65,52.65,0.0,0,http://books.toscrape.com/catalogue/category/books/politics_48/index.html/../../../../why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,In Stock,12,3968e3fbf4695d7c,56.86,56.86,0.0,0,http://books.toscrape.com/catalogue/category/books/politics_48/index.html/../../../../equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,
Amid the Chaos,Cultural,In Stock,15,bb8245f52c7cce8f,36.58,36.58,0.0,0,http://books.toscrape.com/catalogue/category/books/cultural_49/index.html/../../../../amid-the-chaos_788/index.html,
Dark Notes,Erotica,In Stock,15,88c21fcd38e2486e,19.19,19.19,0.0,0,http://books.toscrape.com/catalogue/category/books/erotica_50/index.html/../../../../dark-notes_800/index.html,
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,In Stock,15,abeafe151a587d3b,10.97,10.97,0.0,0,http://books.toscrape.com/catalogue/category/books/crime_51/index.html/../../../../the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,
